query	subject	e_value	bitscore	pident	length
P00990	sp|Q9BQY6|WFDC6_HUMAN	1.42e-05	31.2	46.667	30
P00993	sp|P12111|CO6A3_HUMAN	1.55e-18	70.9	43.548	62
P00993	sp|P12111|CO6A3_HUMAN	4.7	17.7	50.0	12
P00993	sp|O95925|EPPI_HUMAN	1.37e-17	64.7	40.984	61
P00993	sp|O95925|EPPI_HUMAN	0.02	24.3	40.0	25
P00993	sp|Q96NZ8|WFKN1_HUMAN	9.39e-17	65.5	49.153	59
P00993	sp|Q96NZ8|WFKN1_HUMAN	2.14e-05	33.1	35.714	56
P00993	sp|O43278|SPIT1_HUMAN	1.18e-16	65.5	48.148	54
P00993	sp|O43278|SPIT1_HUMAN	6.23e-16	63.2	54.167	48
P00993	sp|P10646|TFPI1_HUMAN	1.58e-16	64.7	36.905	84
P00993	sp|P10646|TFPI1_HUMAN	3.46e-16	63.5	50.847	59
P00993	sp|P10646|TFPI1_HUMAN	3.32e-12	52.4	44.231	52
P00993	sp|P48307|TFPI2_HUMAN	2.03e-16	63.5	44.776	67
P00993	sp|P48307|TFPI2_HUMAN	3.3e-12	52.0	41.667	48
P00993	sp|P48307|TFPI2_HUMAN	3.38e-10	46.6	35.616	73
P00993	sp|Q6UDR6|SPIT4_HUMAN	9.55e-16	59.3	46.032	63
P00993	sp|P02760|AMBP_HUMAN	1.18e-15	62.4	37.168	113
P00993	sp|P02760|AMBP_HUMAN	3.73e-09	43.9	38.889	54
P00993	sp|P02760|AMBP_HUMAN	2.9	18.1	43.478	23
P00993	sp|Q8TEU8|WFKN2_HUMAN	1.3e-15	62.4	50.98	51
P00993	sp|Q8TEU8|WFKN2_HUMAN	6.74e-07	37.4	31.373	51
P00993	sp|Q8TEU8|WFKN2_HUMAN	0.002	27.3	31.707	41
P00993	sp|Q8TEU8|WFKN2_HUMAN	8.8	16.9	35.714	28
P00993	sp|P49223|SPIT3_HUMAN	2.97e-15	57.8	44.444	54
P00993	sp|Q06481|APLP2_HUMAN	5.47e-15	60.5	37.097	62
P00993	sp|Q06481|APLP2_HUMAN	0.98	19.6	41.176	17
P00993	sp|O43291|SPIT2_HUMAN	2.25e-14	58.2	43.396	53
P00993	sp|O43291|SPIT2_HUMAN	2.26e-12	52.8	36.667	60
P00993	sp|Q8IUA0|WFDC8_HUMAN	2.95e-14	57.8	35.417	96
P00993	sp|Q8IUA0|WFDC8_HUMAN	1.1e-05	33.9	42.553	47
P00993	sp|P05067|A4_HUMAN	2.83e-13	55.8	43.478	46
P00993	sp|P05067|A4_HUMAN	9.0	16.9	62.5	8
P00993	sp|O95428|PPN_HUMAN	3.87e-11	49.7	38.462	52
P00993	sp|O95428|PPN_HUMAN	3.0	18.1	33.333	21
P00993	sp|Q02388|CO7A1_HUMAN	4.63e-10	46.6	37.705	61
P00993	sp|Q9BQY6|WFDC6_HUMAN	2.88e-08	40.4	50.0	30
P00993	sp|Q9BQY6|WFDC6_HUMAN	3.2	17.7	43.478	23
P00993	sp|Q2UY09|COSA1_HUMAN	8.34e-06	34.3	31.818	44
P00994	sp|P10646|TFPI1_HUMAN	1.43e-17	65.1	46.296	54
P00994	sp|P10646|TFPI1_HUMAN	1.79e-15	59.3	40.351	57
P00994	sp|P10646|TFPI1_HUMAN	5.42e-14	55.1	46.296	54
P00994	sp|P05067|A4_HUMAN	3.44e-17	64.3	51.064	47
P00994	sp|Q06481|APLP2_HUMAN	4.24e-16	61.2	43.396	53
P00994	sp|O95925|EPPI_HUMAN	7.12e-16	58.2	41.818	55
P00994	sp|Q8TEU8|WFKN2_HUMAN	7.16e-16	60.5	48.214	56
P00994	sp|Q8TEU8|WFKN2_HUMAN	7.48e-07	35.0	25.0	52
P00994	sp|P12111|CO6A3_HUMAN	2.15e-15	59.3	39.216	51
P00994	sp|P48307|TFPI2_HUMAN	7.19e-15	57.4	45.283	53
P00994	sp|P48307|TFPI2_HUMAN	5.19e-11	46.6	42.0	50
P00994	sp|P48307|TFPI2_HUMAN	1.56e-07	37.0	34.483	58
P00994	sp|O43291|SPIT2_HUMAN	8.32e-15	57.0	44.231	52
P00994	sp|O43291|SPIT2_HUMAN	2.01e-13	53.5	41.509	53
P00994	sp|P49223|SPIT3_HUMAN	1.23e-14	53.9	38.889	54
P00994	sp|O43278|SPIT1_HUMAN	2.62e-12	50.4	50.0	50
P00994	sp|O43278|SPIT1_HUMAN	4.22e-10	44.3	33.962	53
P00994	sp|P02760|AMBP_HUMAN	3.57e-12	50.1	41.176	51
P00994	sp|P02760|AMBP_HUMAN	4.53e-11	47.0	43.137	51
P00994	sp|Q02388|CO7A1_HUMAN	8.17e-12	49.3	40.741	54
P00994	sp|Q02388|CO7A1_HUMAN	0.83	18.5	42.857	14
P00994	sp|Q02388|CO7A1_HUMAN	3.8	16.5	46.667	15
P00994	sp|Q96NZ8|WFKN1_HUMAN	5.22e-11	47.0	39.216	51
P00994	sp|Q96NZ8|WFKN1_HUMAN	1.75e-07	37.0	34.783	46
P00994	sp|O95428|PPN_HUMAN	6.9e-11	46.6	38.889	54
P00994	sp|Q6UDR6|SPIT4_HUMAN	2.78e-09	40.4	34.615	52
P00994	sp|Q8IUA0|WFDC8_HUMAN	9.28e-08	37.7	32.692	52
P00994	sp|Q2UY09|COSA1_HUMAN	1.27e-07	37.4	35.135	37
P00994	sp|Q9BQY6|WFDC6_HUMAN	1.32e-05	31.2	45.161	31
P0CY85	sp|P49223|SPIT3_HUMAN	1.58e-12	49.7	39.286	56
P0CY85	sp|P12111|CO6A3_HUMAN	2.68e-12	52.0	35.938	64
P0CY85	sp|P10646|TFPI1_HUMAN	2.48e-11	49.3	46.296	54
P0CY85	sp|P10646|TFPI1_HUMAN	2.91e-09	43.1	39.623	53
P0CY85	sp|P10646|TFPI1_HUMAN	7.07e-08	39.3	34.545	55
P0CY85	sp|P48307|TFPI2_HUMAN	3.54e-10	45.8	42.0	50
P0CY85	sp|P48307|TFPI2_HUMAN	1.12e-07	38.9	37.736	53
P0CY85	sp|P48307|TFPI2_HUMAN	0.009	24.6	28.07	57
P0CY85	sp|Q8TEU8|WFKN2_HUMAN	4.77e-10	45.4	37.931	58
P0CY85	sp|Q8TEU8|WFKN2_HUMAN	0.005	25.8	23.636	55
P0CY85	sp|Q06481|APLP2_HUMAN	3.42e-09	43.1	34.848	66
P0CY85	sp|O95428|PPN_HUMAN	1.95e-08	41.2	32.836	67
P0CY85	sp|O95428|PPN_HUMAN	1.3	18.9	32.5	40
P0CY85	sp|P02760|AMBP_HUMAN	3.5e-08	40.0	31.25	64
P0CY85	sp|P02760|AMBP_HUMAN	4.51e-05	31.6	30.189	53
P0CY85	sp|P02760|AMBP_HUMAN	1.2	18.9	28.571	35
P0CY85	sp|Q02388|CO7A1_HUMAN	5.94e-08	39.7	31.667	60
P0CY85	sp|O95925|EPPI_HUMAN	9.22e-08	38.1	30.909	55
P0CY85	sp|O95925|EPPI_HUMAN	8.2	16.2	33.333	30
P0CY85	sp|P05067|A4_HUMAN	1.11e-07	38.9	36.17	47
P0CY85	sp|O43291|SPIT2_HUMAN	2.17e-07	37.7	35.294	51
P0CY85	sp|O43291|SPIT2_HUMAN	4.85e-06	34.3	30.769	52
P0CY85	sp|O43278|SPIT1_HUMAN	3.59e-07	37.4	38.0	50
P0CY85	sp|O43278|SPIT1_HUMAN	1.09e-06	36.2	38.462	39
P0CY85	sp|Q96NZ8|WFKN1_HUMAN	3.89e-07	37.4	35.849	53
P0CY85	sp|Q96NZ8|WFKN1_HUMAN	0.000204	29.6	25.316	79
P0CY85	sp|Q6UDR6|SPIT4_HUMAN	4.42e-07	35.8	31.579	57
P0CY85	sp|Q8IUA0|WFDC8_HUMAN	1.4e-06	35.8	30.769	52
P0CY85	sp|Q8IUA0|WFDC8_HUMAN	9.6	16.2	62.5	8
P0CY85	sp|Q2UY09|COSA1_HUMAN	6.04e-05	31.2	26.923	52
P0CY85	sp|Q9BQY6|WFDC6_HUMAN	0.001	27.3	46.154	26
P0DJ47	sp|P12111|CO6A3_HUMAN	5.35e-16	61.6	46.154	52
P0DJ47	sp|P49223|SPIT3_HUMAN	7.68e-16	57.4	45.098	51
P0DJ47	sp|P05067|A4_HUMAN	1.19e-14	57.8	46.809	47
P0DJ47	sp|Q8TEU8|WFKN2_HUMAN	1.41e-14	57.4	41.818	55
P0DJ47	sp|Q8TEU8|WFKN2_HUMAN	4.7e-08	39.3	31.373	51
P0DJ47	sp|Q8TEU8|WFKN2_HUMAN	8.8	15.8	31.034	29
P0DJ47	sp|O95925|EPPI_HUMAN	1.53e-14	55.5	41.818	55
P0DJ47	sp|P48307|TFPI2_HUMAN	2.78e-14	56.2	49.057	53
P0DJ47	sp|P48307|TFPI2_HUMAN	6.49e-12	49.7	46.809	47
P0DJ47	sp|P48307|TFPI2_HUMAN	2.23e-07	37.0	39.583	48
P0DJ47	sp|P10646|TFPI1_HUMAN	7.56e-14	55.5	43.103	58
P0DJ47	sp|P10646|TFPI1_HUMAN	3.06e-13	53.5	41.379	58
P0DJ47	sp|P10646|TFPI1_HUMAN	3.16e-12	50.8	37.037	54
P0DJ47	sp|P02760|AMBP_HUMAN	1.64e-13	54.7	44.231	52
P0DJ47	sp|P02760|AMBP_HUMAN	1.44e-11	48.9	40.351	57
P0DJ47	sp|Q06481|APLP2_HUMAN	2.16e-13	54.3	41.176	51
P0DJ47	sp|Q96NZ8|WFKN1_HUMAN	2.33e-13	54.3	45.455	55
P0DJ47	sp|Q96NZ8|WFKN1_HUMAN	7.76e-06	32.7	30.435	46
P0DJ47	sp|O43291|SPIT2_HUMAN	9.74e-13	52.0	41.667	48
P0DJ47	sp|O43291|SPIT2_HUMAN	7.64e-12	49.7	38.462	52
P0DJ47	sp|O95428|PPN_HUMAN	2.67e-11	48.1	37.288	59
P0DJ47	sp|O95428|PPN_HUMAN	2.3	17.7	38.889	18
P0DJ47	sp|O43278|SPIT1_HUMAN	4.42e-11	47.8	41.176	51
P0DJ47	sp|O43278|SPIT1_HUMAN	6.18e-10	44.3	38.462	52
P0DJ47	sp|Q02388|CO7A1_HUMAN	1.62e-10	46.2	33.846	65
P0DJ47	sp|Q6UDR6|SPIT4_HUMAN	3.74e-08	38.1	40.476	42
P0DJ47	sp|Q8IUA0|WFDC8_HUMAN	8.2e-08	38.5	37.255	51
P0DJ47	sp|Q2UY09|COSA1_HUMAN	1.25e-07	38.1	29.545	44
P0DJ47	sp|Q9BQY6|WFDC6_HUMAN	2.04e-06	33.9	36.364	33
P0DJ48	sp|P49223|SPIT3_HUMAN	2.45e-16	58.2	52.83	53
P0DJ48	sp|O43291|SPIT2_HUMAN	6.02e-16	60.5	50.0	52
P0DJ48	sp|O43291|SPIT2_HUMAN	3.42e-10	44.7	39.216	51
P0DJ48	sp|Q8TEU8|WFKN2_HUMAN	1.01e-13	54.7	47.059	51
P0DJ48	sp|Q8TEU8|WFKN2_HUMAN	1.86e-06	34.3	32.727	55
P0DJ48	sp|P10646|TFPI1_HUMAN	3.11e-13	53.1	46.296	54
P0DJ48	sp|P10646|TFPI1_HUMAN	1.2e-11	48.5	47.273	55
P0DJ48	sp|P10646|TFPI1_HUMAN	6.23e-10	43.9	40.0	55
P0DJ48	sp|P48307|TFPI2_HUMAN	6.94e-13	52.0	45.283	53
P0DJ48	sp|P48307|TFPI2_HUMAN	3.3e-11	47.4	44.681	47
P0DJ48	sp|P48307|TFPI2_HUMAN	0.009	23.9	34.545	55
P0DJ48	sp|Q02388|CO7A1_HUMAN	1.8e-12	51.2	42.857	56
P0DJ48	sp|P05067|A4_HUMAN	2.33e-12	50.8	40.0	50
P0DJ48	sp|P12111|CO6A3_HUMAN	5.71e-12	49.7	36.538	52
P0DJ48	sp|P02760|AMBP_HUMAN	1.18e-11	48.5	46.296	54
P0DJ48	sp|P02760|AMBP_HUMAN	2.14e-06	33.9	35.294	51
P0DJ48	sp|Q06481|APLP2_HUMAN	1.31e-11	48.5	38.889	54
P0DJ48	sp|O95925|EPPI_HUMAN	2.05e-11	46.6	35.185	54
P0DJ48	sp|O43278|SPIT1_HUMAN	6.55e-11	46.6	37.037	54
P0DJ48	sp|O43278|SPIT1_HUMAN	4.34e-09	41.6	40.741	54
P0DJ48	sp|Q6UDR6|SPIT4_HUMAN	2.01e-10	43.5	40.741	54
P0DJ48	sp|O95428|PPN_HUMAN	1.3e-09	43.1	39.286	56
P0DJ48	sp|Q96NZ8|WFKN1_HUMAN	2.2e-08	39.7	35.849	53
P0DJ48	sp|Q96NZ8|WFKN1_HUMAN	2.87e-05	30.8	39.474	38
P0DJ48	sp|Q8IUA0|WFDC8_HUMAN	1.35e-07	37.4	34.0	50
P0DJ48	sp|Q9BQY6|WFDC6_HUMAN	1.53e-05	31.2	50.0	28
P0DJ48	sp|Q2UY09|COSA1_HUMAN	0.000111	29.3	29.268	41
P0DJ49	sp|P12111|CO6A3_HUMAN	1.23e-15	60.1	45.098	51
P0DJ49	sp|O95925|EPPI_HUMAN	7.35e-14	53.1	43.86	57
P0DJ49	sp|P49223|SPIT3_HUMAN	1.03e-13	51.6	44.231	52
P0DJ49	sp|P48307|TFPI2_HUMAN	3.01e-13	52.8	45.098	51
P0DJ49	sp|P48307|TFPI2_HUMAN	8.75e-11	46.2	44.681	47
P0DJ49	sp|P48307|TFPI2_HUMAN	0.000151	28.5	34.783	46
P0DJ49	sp|P10646|TFPI1_HUMAN	1.13e-12	51.6	48.077	52
P0DJ49	sp|P10646|TFPI1_HUMAN	1.11e-11	48.9	40.0	55
P0DJ49	sp|P10646|TFPI1_HUMAN	3.77e-09	41.6	40.385	52
P0DJ49	sp|Q06481|APLP2_HUMAN	1.64e-12	51.2	41.509	53
P0DJ49	sp|O43278|SPIT1_HUMAN	2.1e-12	50.8	47.826	46
P0DJ49	sp|O43278|SPIT1_HUMAN	8.17e-10	43.5	48.0	50
P0DJ49	sp|Q02388|CO7A1_HUMAN	2.27e-12	50.8	38.596	57
P0DJ49	sp|Q8TEU8|WFKN2_HUMAN	1.28e-11	48.5	45.098	51
P0DJ49	sp|Q8TEU8|WFKN2_HUMAN	0.002	25.4	25.0	52
P0DJ49	sp|Q8TEU8|WFKN2_HUMAN	1.9	17.3	46.154	13
P0DJ49	sp|P05067|A4_HUMAN	1.11e-10	45.8	39.13	46
P0DJ49	sp|Q96NZ8|WFKN1_HUMAN	1.77e-10	45.4	41.176	51
P0DJ49	sp|Q96NZ8|WFKN1_HUMAN	0.16	20.4	24.444	45
P0DJ49	sp|P02760|AMBP_HUMAN	2.02e-10	45.1	39.286	56
P0DJ49	sp|P02760|AMBP_HUMAN	0.000132	28.9	29.412	51
P0DJ49	sp|O43291|SPIT2_HUMAN	3.35e-10	44.7	39.216	51
P0DJ49	sp|O43291|SPIT2_HUMAN	9.93e-09	40.4	37.255	51
P0DJ49	sp|Q6UDR6|SPIT4_HUMAN	1.84e-09	41.2	42.857	49
P0DJ49	sp|O95428|PPN_HUMAN	1.91e-09	42.4	35.849	53
P0DJ49	sp|Q8IUA0|WFDC8_HUMAN	1.14e-07	37.4	38.0	50
P0DJ49	sp|Q2UY09|COSA1_HUMAN	3.15e-06	33.5	27.451	51
P0DJ49	sp|Q9BQY6|WFDC6_HUMAN	6.79e-06	32.0	50.0	32
P0DJ75	sp|P12111|CO6A3_HUMAN	8.08e-18	67.8	44.0	75
P0DJ75	sp|Q02388|CO7A1_HUMAN	1.12e-15	61.6	45.588	68
P0DJ75	sp|O95925|EPPI_HUMAN	4.18e-14	55.1	39.655	58
P0DJ75	sp|Q06481|APLP2_HUMAN	1.2e-12	53.1	41.379	58
P0DJ75	sp|P05067|A4_HUMAN	1.85e-12	52.4	46.0	50
P0DJ75	sp|P05067|A4_HUMAN	8.3	16.5	50.0	8
P0DJ75	sp|O95428|PPN_HUMAN	1.38e-11	50.1	43.137	51
P0DJ75	sp|O95428|PPN_HUMAN	1.4	18.9	52.941	17
P0DJ75	sp|O95428|PPN_HUMAN	3.8	17.3	34.783	23
P0DJ75	sp|P02760|AMBP_HUMAN	1.67e-11	49.7	41.818	55
P0DJ75	sp|P02760|AMBP_HUMAN	1.07e-10	47.4	39.623	53
P0DJ75	sp|O43291|SPIT2_HUMAN	2.33e-11	48.9	41.509	53
P0DJ75	sp|O43291|SPIT2_HUMAN	5.17e-09	42.4	37.037	54
P0DJ75	sp|P49223|SPIT3_HUMAN	1.12e-10	45.1	37.736	53
P0DJ75	sp|Q8TEU8|WFKN2_HUMAN	2.31e-10	46.6	39.286	56
P0DJ75	sp|Q8TEU8|WFKN2_HUMAN	8.88e-07	36.2	39.216	51
P0DJ75	sp|Q8TEU8|WFKN2_HUMAN	2.3	18.1	27.273	22
P0DJ75	sp|P10646|TFPI1_HUMAN	1.8e-09	43.9	35.849	53
P0DJ75	sp|P10646|TFPI1_HUMAN	2.14e-08	40.8	33.333	54
P0DJ75	sp|P10646|TFPI1_HUMAN	1.4e-07	38.5	35.849	53
P0DJ75	sp|Q2UY09|COSA1_HUMAN	7.91e-09	42.0	34.043	47
P0DJ75	sp|P48307|TFPI2_HUMAN	2.66e-08	40.4	42.593	54
P0DJ75	sp|P48307|TFPI2_HUMAN	2.14e-06	35.0	39.583	48
P0DJ75	sp|P48307|TFPI2_HUMAN	0.000119	30.0	45.0	40
P0DJ75	sp|O43278|SPIT1_HUMAN	5.38e-08	39.7	39.623	53
P0DJ75	sp|O43278|SPIT1_HUMAN	6.48e-08	39.7	36.957	46
P0DJ75	sp|Q96NZ8|WFKN1_HUMAN	5.83e-08	39.7	35.714	56
P0DJ75	sp|Q96NZ8|WFKN1_HUMAN	0.017	24.3	31.579	38
P0DJ75	sp|Q8IUA0|WFDC8_HUMAN	1.53e-07	38.5	38.596	57
P0DJ75	sp|Q9BQY6|WFDC6_HUMAN	6.88e-07	35.8	50.0	28
P0DJ75	sp|Q6UDR6|SPIT4_HUMAN	0.000855	27.3	30.357	56
P0DJ76	sp|P12111|CO6A3_HUMAN	3.54e-19	71.6	51.852	54
P0DJ76	sp|Q02388|CO7A1_HUMAN	6.25e-17	65.1	50.0	56
P0DJ76	sp|Q8TEU8|WFKN2_HUMAN	1.53e-15	61.2	44.118	68
P0DJ76	sp|Q8TEU8|WFKN2_HUMAN	7.4e-08	39.3	37.255	51
P0DJ76	sp|Q8TEU8|WFKN2_HUMAN	2.7	17.7	33.333	18
P0DJ76	sp|Q8TEU8|WFKN2_HUMAN	7.7	16.5	28.07	57
P0DJ76	sp|P05067|A4_HUMAN	4.67e-15	59.7	50.98	51
P0DJ76	sp|O43291|SPIT2_HUMAN	3.57e-14	57.0	41.935	62
P0DJ76	sp|O43291|SPIT2_HUMAN	5.98e-14	56.2	56.818	44
P0DJ76	sp|Q06481|APLP2_HUMAN	3.59e-14	57.4	48.077	52
P0DJ76	sp|P02760|AMBP_HUMAN	7.37e-14	56.2	45.283	53
P0DJ76	sp|P02760|AMBP_HUMAN	1.46e-13	55.5	45.455	55
P0DJ76	sp|P10646|TFPI1_HUMAN	2.53e-13	54.7	42.593	54
P0DJ76	sp|P10646|TFPI1_HUMAN	3e-13	54.7	45.283	53
P0DJ76	sp|P10646|TFPI1_HUMAN	1.67e-10	46.6	41.509	53
P0DJ76	sp|O43278|SPIT1_HUMAN	2.89e-13	54.7	50.0	46
P0DJ76	sp|O43278|SPIT1_HUMAN	1.61e-12	52.8	41.509	53
P0DJ76	sp|O95428|PPN_HUMAN	4.63e-13	54.3	47.059	51
P0DJ76	sp|O95428|PPN_HUMAN	0.91	19.2	45.0	20
P0DJ76	sp|P49223|SPIT3_HUMAN	5.01e-13	51.2	43.396	53
P0DJ76	sp|O95925|EPPI_HUMAN	6.31e-13	52.0	38.596	57
P0DJ76	sp|Q2UY09|COSA1_HUMAN	7.45e-12	50.8	35.714	70
P0DJ76	sp|Q96NZ8|WFKN1_HUMAN	3.43e-11	48.9	39.623	53
P0DJ76	sp|Q96NZ8|WFKN1_HUMAN	0.002	26.9	31.579	38
P0DJ76	sp|P48307|TFPI2_HUMAN	7.83e-11	47.4	48.936	47
P0DJ76	sp|P48307|TFPI2_HUMAN	9.57e-11	47.4	43.396	53
P0DJ76	sp|P48307|TFPI2_HUMAN	7.19e-08	39.3	45.455	55
P0DJ76	sp|Q8IUA0|WFDC8_HUMAN	3.84e-09	42.7	38.596	57
P0DJ76	sp|Q9BQY6|WFDC6_HUMAN	6.08e-07	36.2	50.0	30
P0DJ76	sp|Q6UDR6|SPIT4_HUMAN	1.83e-06	34.3	34.884	43
P0DJ78	sp|P12111|CO6A3_HUMAN	8.08e-18	67.8	44.0	75
P0DJ78	sp|Q02388|CO7A1_HUMAN	1.12e-15	61.6	45.588	68
P0DJ78	sp|O95925|EPPI_HUMAN	4.18e-14	55.1	39.655	58
P0DJ78	sp|Q06481|APLP2_HUMAN	1.2e-12	53.1	41.379	58
P0DJ78	sp|P05067|A4_HUMAN	1.85e-12	52.4	46.0	50
P0DJ78	sp|P05067|A4_HUMAN	8.3	16.5	50.0	8
P0DJ78	sp|O95428|PPN_HUMAN	1.38e-11	50.1	43.137	51
P0DJ78	sp|O95428|PPN_HUMAN	1.4	18.9	52.941	17
P0DJ78	sp|O95428|PPN_HUMAN	3.8	17.3	34.783	23
P0DJ78	sp|P02760|AMBP_HUMAN	1.67e-11	49.7	41.818	55
P0DJ78	sp|P02760|AMBP_HUMAN	1.07e-10	47.4	39.623	53
P0DJ78	sp|O43291|SPIT2_HUMAN	2.33e-11	48.9	41.509	53
P0DJ78	sp|O43291|SPIT2_HUMAN	5.17e-09	42.4	37.037	54
P0DJ78	sp|P49223|SPIT3_HUMAN	1.12e-10	45.1	37.736	53
P0DJ78	sp|Q8TEU8|WFKN2_HUMAN	2.31e-10	46.6	39.286	56
P0DJ78	sp|Q8TEU8|WFKN2_HUMAN	8.88e-07	36.2	39.216	51
P0DJ78	sp|Q8TEU8|WFKN2_HUMAN	2.3	18.1	27.273	22
P0DJ78	sp|P10646|TFPI1_HUMAN	1.8e-09	43.9	35.849	53
P0DJ78	sp|P10646|TFPI1_HUMAN	2.14e-08	40.8	33.333	54
P0DJ78	sp|P10646|TFPI1_HUMAN	1.4e-07	38.5	35.849	53
P0DJ78	sp|Q2UY09|COSA1_HUMAN	7.91e-09	42.0	34.043	47
P0DJ78	sp|P48307|TFPI2_HUMAN	2.66e-08	40.4	42.593	54
P0DJ78	sp|P48307|TFPI2_HUMAN	2.14e-06	35.0	39.583	48
P0DJ78	sp|P48307|TFPI2_HUMAN	0.000119	30.0	45.0	40
P0DJ78	sp|O43278|SPIT1_HUMAN	5.38e-08	39.7	39.623	53
P0DJ78	sp|O43278|SPIT1_HUMAN	6.48e-08	39.7	36.957	46
P0DJ78	sp|Q96NZ8|WFKN1_HUMAN	5.83e-08	39.7	35.714	56
P0DJ78	sp|Q96NZ8|WFKN1_HUMAN	0.017	24.3	31.579	38
P0DJ78	sp|Q8IUA0|WFDC8_HUMAN	1.53e-07	38.5	38.596	57
P0DJ78	sp|Q9BQY6|WFDC6_HUMAN	6.88e-07	35.8	50.0	28
P0DJ78	sp|Q6UDR6|SPIT4_HUMAN	0.000855	27.3	30.357	56
P0DJ79	sp|P12111|CO6A3_HUMAN	1.06e-16	64.7	43.243	74
P0DJ79	sp|Q02388|CO7A1_HUMAN	6.75e-16	62.4	45.588	68
P0DJ79	sp|O95925|EPPI_HUMAN	5.76e-14	54.7	40.351	57
P0DJ79	sp|Q06481|APLP2_HUMAN	1.52e-12	52.8	41.379	58
P0DJ79	sp|P02760|AMBP_HUMAN	2.08e-12	52.4	44.444	54
P0DJ79	sp|P02760|AMBP_HUMAN	1.25e-11	50.1	41.509	53
P0DJ79	sp|O95428|PPN_HUMAN	7.13e-12	50.8	43.137	51
P0DJ79	sp|O95428|PPN_HUMAN	3.8	17.3	34.783	23
P0DJ79	sp|O95428|PPN_HUMAN	7.9	16.5	100.0	5
P0DJ79	sp|P05067|A4_HUMAN	7.27e-12	50.8	46.0	50
P0DJ79	sp|P05067|A4_HUMAN	8.3	16.5	50.0	8
P0DJ79	sp|O43291|SPIT2_HUMAN	2.04e-11	49.3	40.0	55
P0DJ79	sp|O43291|SPIT2_HUMAN	1.82e-08	40.8	35.185	54
P0DJ79	sp|Q8TEU8|WFKN2_HUMAN	2.28e-11	49.3	41.071	56
P0DJ79	sp|Q8TEU8|WFKN2_HUMAN	5.29e-07	37.0	38.462	52
P0DJ79	sp|Q8TEU8|WFKN2_HUMAN	2.1	18.1	27.273	22
P0DJ79	sp|P49223|SPIT3_HUMAN	1.44e-10	44.7	37.736	53
P0DJ79	sp|Q2UY09|COSA1_HUMAN	2.02e-10	46.6	36.17	47
P0DJ79	sp|P10646|TFPI1_HUMAN	2.69e-09	43.5	35.849	53
P0DJ79	sp|P10646|TFPI1_HUMAN	1.11e-07	38.9	33.333	54
P0DJ79	sp|P10646|TFPI1_HUMAN	1.13e-07	38.9	35.849	53
P0DJ79	sp|P48307|TFPI2_HUMAN	1.06e-08	41.6	41.071	56
P0DJ79	sp|P48307|TFPI2_HUMAN	1.61e-05	32.7	37.5	48
P0DJ79	sp|P48307|TFPI2_HUMAN	0.000884	27.7	42.5	40
P0DJ79	sp|Q96NZ8|WFKN1_HUMAN	2.15e-08	40.8	37.5	56
P0DJ79	sp|Q96NZ8|WFKN1_HUMAN	0.027	23.5	28.205	39
P0DJ79	sp|Q8IUA0|WFDC8_HUMAN	4.1e-08	40.0	37.931	58
P0DJ79	sp|O43278|SPIT1_HUMAN	6.93e-08	39.3	39.623	53
P0DJ79	sp|O43278|SPIT1_HUMAN	7.43e-08	39.3	36.957	46
P0DJ79	sp|Q9BQY6|WFDC6_HUMAN	2.32e-06	34.7	50.0	28
P0DJ79	sp|Q6UDR6|SPIT4_HUMAN	0.000812	27.3	30.357	56
P0DJ80	sp|P12111|CO6A3_HUMAN	5.06e-18	68.2	44.0	75
P0DJ80	sp|P12111|CO6A3_HUMAN	9.9	16.2	27.5	40
P0DJ80	sp|Q02388|CO7A1_HUMAN	2.89e-15	60.5	45.588	68
P0DJ80	sp|O95925|EPPI_HUMAN	3.96e-14	55.1	39.655	58
P0DJ80	sp|Q06481|APLP2_HUMAN	1.2e-12	53.1	41.379	58
P0DJ80	sp|Q06481|APLP2_HUMAN	4.4	17.3	32.353	34
P0DJ80	sp|P05067|A4_HUMAN	1.85e-12	52.4	46.0	50
P0DJ80	sp|P05067|A4_HUMAN	8.3	16.5	50.0	8
P0DJ80	sp|P02760|AMBP_HUMAN	2.26e-11	49.3	41.818	55
P0DJ80	sp|P02760|AMBP_HUMAN	1.44e-10	47.0	39.623	53
P0DJ80	sp|O43291|SPIT2_HUMAN	2.54e-11	48.9	35.897	78
P0DJ80	sp|O43291|SPIT2_HUMAN	4.46e-09	42.7	37.037	54
P0DJ80	sp|O95428|PPN_HUMAN	2.88e-11	48.9	43.137	51
P0DJ80	sp|O95428|PPN_HUMAN	1.9	18.5	52.941	17
P0DJ80	sp|O95428|PPN_HUMAN	4.6	17.3	34.783	23
P0DJ80	sp|P49223|SPIT3_HUMAN	1.35e-10	45.1	37.736	53
P0DJ80	sp|Q8TEU8|WFKN2_HUMAN	2.6e-10	46.2	39.286	56
P0DJ80	sp|Q8TEU8|WFKN2_HUMAN	1.33e-07	38.5	34.066	91
P0DJ80	sp|Q8TEU8|WFKN2_HUMAN	2.0	18.1	27.273	22
P0DJ80	sp|P10646|TFPI1_HUMAN	1.93e-09	43.9	35.849	53
P0DJ80	sp|P10646|TFPI1_HUMAN	2.32e-08	40.8	33.333	54
P0DJ80	sp|P10646|TFPI1_HUMAN	1.47e-07	38.5	35.849	53
P0DJ80	sp|Q2UY09|COSA1_HUMAN	9.81e-09	42.0	34.043	47
