query	subject	e_value	bitscore	pident	length
Q2RK28	sp|Q2UY09|COSA1_HUMAN	3.1	20.4	45.0	20
Q2RK28	sp|Q02388|CO7A1_HUMAN	3.8	20.4	26.829	82
Q2RK28	sp|O95925|EPPI_HUMAN	4.7	19.2	43.75	16
Q2RK28	sp|O95428|PPN_HUMAN	5.5	19.6	24.242	165
Q2RK28	sp|P48307|TFPI2_HUMAN	6.1	19.2	58.333	12
Q2RK28	sp|P12111|CO6A3_HUMAN	6.8	19.2	26.087	69
Q2RK28	sp|P12111|CO6A3_HUMAN	7.0	19.2	39.394	33
Q2RK28	sp|O43278|SPIT1_HUMAN	7.5	19.2	36.364	22
F9XMT4	sp|Q2UY09|COSA1_HUMAN	1.5	20.4	58.333	12
F9XMT4	sp|Q96NZ8|WFKN1_HUMAN	1.8	20.4	21.905	105
F9XMT4	sp|Q02388|CO7A1_HUMAN	3.3	19.6	35.294	17
F9XMT4	sp|Q02388|CO7A1_HUMAN	9.7	18.1	34.783	23
Q22795	sp|P12111|CO6A3_HUMAN	6.7	18.5	33.333	39
A6VQ29	sp|P48307|TFPI2_HUMAN	2.2	21.2	36.0	25
A6VQ29	sp|Q06481|APLP2_HUMAN	3.0	21.2	25.926	54
A6VQ29	sp|O95428|PPN_HUMAN	3.8	20.8	27.907	43
A6VQ29	sp|O43278|SPIT1_HUMAN	4.5	20.4	21.429	56
P00999	sp|O95428|PPN_HUMAN	0.26	20.0	30.0	30
P00999	sp|O95428|PPN_HUMAN	4.2	16.5	46.154	13
P00999	sp|P12111|CO6A3_HUMAN	1.8	17.7	36.842	19
P00999	sp|P12111|CO6A3_HUMAN	8.7	15.8	30.435	23
P00999	sp|Q02388|CO7A1_HUMAN	4.2	16.5	46.154	13
P00999	sp|Q8TEU8|WFKN2_HUMAN	9.1	15.8	30.0	20
C0PZ38	sp|Q02388|CO7A1_HUMAN	1.4	19.6	33.333	54
C0PZ38	sp|Q02388|CO7A1_HUMAN	4.9	18.1	31.818	44
C0PZ38	sp|Q02388|CO7A1_HUMAN	8.6	17.3	30.0	30
C0PZ38	sp|O95428|PPN_HUMAN	3.2	18.9	23.333	30
C0PZ38	sp|O95428|PPN_HUMAN	6.5	17.7	60.0	10
C0PZ38	sp|O43278|SPIT1_HUMAN	3.9	18.5	54.545	11
C0PZ38	sp|P12111|CO6A3_HUMAN	6.9	17.7	35.294	17
C0PZ38	sp|P12111|CO6A3_HUMAN	7.0	17.7	44.444	18
C0PZ38	sp|P12111|CO6A3_HUMAN	8.9	17.3	41.667	24
Q3ZJ00	sp|Q02388|CO7A1_HUMAN	2.8	21.2	37.838	37
Q3ZJ00	sp|Q02388|CO7A1_HUMAN	3.7	20.8	35.714	14
Q3ZJ00	sp|P12111|CO6A3_HUMAN	3.3	20.8	35.0	40
Q3ZJ00	sp|P12111|CO6A3_HUMAN	3.8	20.4	61.538	13
Q8CR97	sp|P12111|CO6A3_HUMAN	3.9	20.0	25.926	54
Q8CR97	sp|Q06481|APLP2_HUMAN	4.9	19.6	22.5	120
Q8CR97	sp|Q06481|APLP2_HUMAN	7.5	18.9	30.612	49
Q8CR97	sp|O95925|EPPI_HUMAN	5.1	19.2	16.216	37
Q8CR97	sp|Q02388|CO7A1_HUMAN	5.4	19.6	47.059	17
Q8AY49	sp|O95428|PPN_HUMAN	0.52	20.0	35.0	20
Q8AY49	sp|O95428|PPN_HUMAN	9.6	16.2	37.5	16
Q8AY49	sp|Q02388|CO7A1_HUMAN	0.78	19.2	50.0	12
Q8AY49	sp|Q06481|APLP2_HUMAN	1.1	18.9	50.0	12
Q8AY49	sp|Q06481|APLP2_HUMAN	1.8	18.5	37.5	32
Q8AY49	sp|Q96NZ8|WFKN1_HUMAN	3.4	17.7	31.579	19
Q8AY49	sp|O43278|SPIT1_HUMAN	8.2	16.5	62.5	8
Q0PGW2	sp|O95428|PPN_HUMAN	4.1	20.4	35.484	31
Q0PGW2	sp|Q02388|CO7A1_HUMAN	5.4	20.0	50.0	16
Q0PGW2	sp|P02760|AMBP_HUMAN	8.8	19.2	37.5	16
A7Z727	sp|P12111|CO6A3_HUMAN	0.57	21.9	40.0	25
A7Z727	sp|Q02388|CO7A1_HUMAN	4.2	18.9	25.0	40
A7Z727	sp|Q02388|CO7A1_HUMAN	9.3	18.1	38.095	21
A7Z727	sp|P02760|AMBP_HUMAN	7.1	18.1	22.5	80
Q6MRR3	sp|Q96NZ8|WFKN1_HUMAN	0.13	23.9	34.783	46
Q6MRR3	sp|P12111|CO6A3_HUMAN	10.0	18.1	25.0	28
Q4UYG2	sp|O95428|PPN_HUMAN	7.8	18.9	33.333	24
Q6NI38	sp|Q2UY09|COSA1_HUMAN	4.4	17.3	31.579	38
Q6NI38	sp|P12111|CO6A3_HUMAN	7.2	16.5	62.5	8
Q6NI38	sp|Q6UDR6|SPIT4_HUMAN	7.8	16.2	35.714	14
Q6NI38	sp|Q02388|CO7A1_HUMAN	8.4	16.5	37.5	16
P50511	sp|P12111|CO6A3_HUMAN	3.0	20.0	40.741	27
P11323	sp|Q2UY09|COSA1_HUMAN	1.7	20.0	42.105	19
P11323	sp|Q2UY09|COSA1_HUMAN	8.3	17.7	31.25	32
Q7YJY8	sp|O95428|PPN_HUMAN	4.0	20.0	26.667	90
Q8NK50	sp|Q02388|CO7A1_HUMAN	0.74	21.9	30.556	36
Q8NK50	sp|Q02388|CO7A1_HUMAN	8.3	18.5	61.538	13
Q8NK50	sp|Q2UY09|COSA1_HUMAN	0.8	21.6	43.75	16
Q8NK50	sp|O95428|PPN_HUMAN	2.0	20.4	24.272	103
Q1JMC0	sp|Q96NZ8|WFKN1_HUMAN	1.0	19.2	30.556	36
Q1JMC0	sp|P12111|CO6A3_HUMAN	3.3	17.7	27.273	33
Q1JMC0	sp|Q2UY09|COSA1_HUMAN	3.7	17.7	29.545	44
B2KA24	sp|P12111|CO6A3_HUMAN	0.21	23.5	29.032	62
B2KA24	sp|O95428|PPN_HUMAN	0.36	22.7	29.508	61
B2KA24	sp|P05067|A4_HUMAN	0.84	21.2	24.138	87
B2KA24	sp|Q02388|CO7A1_HUMAN	2.8	19.6	46.154	13
Q0SRF8	sp|Q8TEU8|WFKN2_HUMAN	2.7	19.2	44.0	25
Q0SRF8	sp|Q96NZ8|WFKN1_HUMAN	6.4	18.1	28.571	14
P66183	sp|O95428|PPN_HUMAN	0.91	18.9	22.222	27
P66183	sp|Q8TEU8|WFKN2_HUMAN	9.9	15.8	55.556	9
Q68W96	sp|P12111|CO6A3_HUMAN	0.26	20.0	45.0	20
Q68W96	sp|P12111|CO6A3_HUMAN	6.2	16.2	25.0	36
Q68W96	sp|O95428|PPN_HUMAN	2.7	17.3	46.667	15
Q9NTN9	sp|Q96NZ8|WFKN1_HUMAN	0.031	28.1	38.333	60
Q9NTN9	sp|O95428|PPN_HUMAN	0.093	26.6	27.885	104
Q9NTN9	sp|P05067|A4_HUMAN	0.42	24.3	29.268	41
Q9NTN9	sp|P12111|CO6A3_HUMAN	2.8	21.9	32.143	28
Q9NTN9	sp|P12111|CO6A3_HUMAN	6.1	20.8	50.0	16
Q9NTN9	sp|P12111|CO6A3_HUMAN	6.7	20.4	30.769	65
Q9NTN9	sp|O43291|SPIT2_HUMAN	7.6	20.0	24.731	93
Q92262	sp|P12111|CO6A3_HUMAN	0.31	23.9	34.146	41
Q92262	sp|P12111|CO6A3_HUMAN	1.7	21.6	42.857	21
Q92262	sp|P12111|CO6A3_HUMAN	5.5	20.0	50.0	14
Q92262	sp|P12111|CO6A3_HUMAN	7.4	19.6	27.451	51
Q92262	sp|Q8TEU8|WFKN2_HUMAN	6.9	19.6	22.222	81
A0KV76	sp|P12111|CO6A3_HUMAN	9.3	20.0	29.268	41
P25017	sp|P05067|A4_HUMAN	0.036	27.7	42.857	28
P25017	sp|Q02388|CO7A1_HUMAN	0.33	24.6	40.541	37
P25017	sp|Q02388|CO7A1_HUMAN	2.6	21.6	36.364	22
P25017	sp|Q02388|CO7A1_HUMAN	9.9	20.0	24.176	91
P25017	sp|O95428|PPN_HUMAN	3.2	21.6	34.211	38
P25017	sp|O43278|SPIT1_HUMAN	4.8	20.8	52.632	19
A8YXS1	sp|Q96NZ8|WFKN1_HUMAN	1.9	19.2	34.783	23
A8YXS1	sp|Q2UY09|COSA1_HUMAN	5.4	18.1	50.0	12
A8YXS1	sp|Q2UY09|COSA1_HUMAN	9.8	17.3	55.556	9
A8YXS1	sp|Q02388|CO7A1_HUMAN	5.4	18.1	62.5	8
A8YXS1	sp|Q02388|CO7A1_HUMAN	7.1	17.7	55.556	9
A8YXS1	sp|Q02388|CO7A1_HUMAN	9.8	17.3	54.545	11
A8YXS1	sp|O95428|PPN_HUMAN	6.3	17.7	29.63	27
A0RHM6	sp|P12111|CO6A3_HUMAN	1.4	21.2	41.463	41
A0RHM6	sp|P12111|CO6A3_HUMAN	2.0	20.8	37.255	51
A0RHM6	sp|P12111|CO6A3_HUMAN	6.8	19.2	57.143	14
A0RHM6	sp|O43278|SPIT1_HUMAN	2.2	20.4	42.105	19
A0RHM6	sp|O95428|PPN_HUMAN	4.0	19.6	30.303	33
A0RHM6	sp|P05067|A4_HUMAN	5.8	19.2	23.457	81
A0RHM6	sp|Q8TEU8|WFKN2_HUMAN	7.2	18.9	28.571	49
Q5H3I5	sp|P12111|CO6A3_HUMAN	1.7	21.6	25.926	54
Q5H3I5	sp|P12111|CO6A3_HUMAN	6.2	19.6	36.667	30
Q5H3I5	sp|P12111|CO6A3_HUMAN	7.7	19.2	43.75	16
Q5H3I5	sp|P12111|CO6A3_HUMAN	7.9	19.2	31.818	22
Q5H3I5	sp|P12111|CO6A3_HUMAN	8.2	19.2	37.037	27
Q5H3I5	sp|Q2UY09|COSA1_HUMAN	9.9	18.9	50.0	12
P17613	sp|Q96NZ8|WFKN1_HUMAN	4.5	19.6	50.0	16
P17613	sp|O95428|PPN_HUMAN	5.1	19.6	41.176	17
P17613	sp|Q02388|CO7A1_HUMAN	6.1	19.2	27.273	33
P17613	sp|O43278|SPIT1_HUMAN	7.2	18.9	33.333	30
P10054	sp|Q02388|CO7A1_HUMAN	1.2	20.8	33.333	36
P10054	sp|P12111|CO6A3_HUMAN	1.9	20.4	37.5	24
P10054	sp|P12111|CO6A3_HUMAN	3.2	19.6	32.609	46
P10054	sp|Q06481|APLP2_HUMAN	4.5	18.9	46.154	13
Q91FD6	sp|P05067|A4_HUMAN	3.8	20.0	46.667	15
Q91FD6	sp|Q96NZ8|WFKN1_HUMAN	8.3	18.9	23.438	64
Q479I3	sp|O95428|PPN_HUMAN	0.26	23.5	35.135	37
Q479I3	sp|P12111|CO6A3_HUMAN	2.4	20.4	25.49	51
Q479I3	sp|Q8TEU8|WFKN2_HUMAN	8.8	18.5	27.778	54
B0C1Y1	sp|Q02388|CO7A1_HUMAN	0.24	24.6	26.852	108
B0C1Y1	sp|P12111|CO6A3_HUMAN	0.8	23.1	27.119	59
B0C1Y1	sp|P12111|CO6A3_HUMAN	6.1	20.0	26.027	73
B0C1Y1	sp|O95428|PPN_HUMAN	1.7	21.9	37.5	32
Q0HD69	sp|Q02388|CO7A1_HUMAN	0.001	30.0	28.169	71
Q0HD69	sp|Q02388|CO7A1_HUMAN	0.74	21.6	50.0	16
Q0HD69	sp|Q02388|CO7A1_HUMAN	0.93	21.2	87.5	8
Q0HD69	sp|Q02388|CO7A1_HUMAN	2.6	19.6	44.444	18
Q0HD69	sp|Q02388|CO7A1_HUMAN	2.8	19.6	71.429	7
Q0HD69	sp|Q02388|CO7A1_HUMAN	3.0	19.6	47.059	17
Q0HD69	sp|Q02388|CO7A1_HUMAN	3.2	19.2	85.714	7
Q0HD69	sp|Q02388|CO7A1_HUMAN	4.4	18.9	85.714	7
Q0HD69	sp|Q02388|CO7A1_HUMAN	9.2	18.1	71.429	7
Q0HD69	sp|Q2UY09|COSA1_HUMAN	5.7	18.5	71.429	7
Q0HD69	sp|Q2UY09|COSA1_HUMAN	7.1	18.1	83.333	6
O93918	sp|Q02388|CO7A1_HUMAN	1.5	23.1	25.333	75
O93918	sp|Q02388|CO7A1_HUMAN	1.6	23.1	35.294	34
O93918	sp|Q02388|CO7A1_HUMAN	3.1	22.3	42.424	33
O93918	sp|Q02388|CO7A1_HUMAN	5.1	21.6	33.333	39
O93918	sp|Q02388|CO7A1_HUMAN	7.4	20.8	40.625	32
O93918	sp|O95428|PPN_HUMAN	2.4	22.7	29.412	68
O93918	sp|P05067|A4_HUMAN	4.7	21.6	22.449	49
O93918	sp|Q06481|APLP2_HUMAN	6.3	21.2	32.353	34
Q8CSX6	sp|Q2UY09|COSA1_HUMAN	3.0	20.8	31.579	19
Q8CSX6	sp|Q02388|CO7A1_HUMAN	5.2	20.0	38.235	34
Q5WFA1	sp|P05067|A4_HUMAN	4.8	16.5	22.059	68
Q5WFA1	sp|P02760|AMBP_HUMAN	4.8	16.5	21.739	46
Q5JLM1	sp|P12111|CO6A3_HUMAN	0.64	22.7	32.308	65
Q5JLM1	sp|Q8TEU8|WFKN2_HUMAN	2.1	20.8	24.444	45
Q5JLM1	sp|Q02388|CO7A1_HUMAN	2.9	20.4	36.842	38
Q5JLM1	sp|Q02388|CO7A1_HUMAN	9.2	18.9	30.769	26
P24054	sp|Q96NZ8|WFKN1_HUMAN	0.1	25.8	32.812	64
P24054	sp|Q8TEU8|WFKN2_HUMAN	1.0	22.7	30.0	60
P24054	sp|Q2UY09|COSA1_HUMAN	1.3	22.3	41.176	34
P24054	sp|P10646|TFPI1_HUMAN	1.7	21.9	28.889	45
P24054	sp|Q02388|CO7A1_HUMAN	1.9	21.9	25.532	94
P24054	sp|Q02388|CO7A1_HUMAN	2.9	21.2	30.769	39
P24054	sp|Q02388|CO7A1_HUMAN	4.9	20.8	29.268	41
P24054	sp|Q02388|CO7A1_HUMAN	5.5	20.4	42.105	19
P24054	sp|Q02388|CO7A1_HUMAN	7.9	20.0	42.857	21
P24054	sp|Q02388|CO7A1_HUMAN	8.7	19.6	32.759	58
P24054	sp|P12111|CO6A3_HUMAN	3.3	21.2	29.688	64
P24054	sp|P12111|CO6A3_HUMAN	6.5	20.0	24.286	70
P24054	sp|O95428|PPN_HUMAN	7.4	20.0	41.176	17
Q39WQ8	sp|O95428|PPN_HUMAN	4.2	18.9	28.571	42
Q39WQ8	sp|Q02388|CO7A1_HUMAN	4.5	18.5	35.135	37
Q39WQ8	sp|P12111|CO6A3_HUMAN	7.6	18.1	25.0	36
Q8Y6W7	sp|P12111|CO6A3_HUMAN	0.23	23.5	27.273	77
Q8Y6W7	sp|O43291|SPIT2_HUMAN	5.9	18.9	47.619	21
Q9DAR7	sp|P12111|CO6A3_HUMAN	1.9	20.8	36.111	36
Q9DAR7	sp|P12111|CO6A3_HUMAN	4.9	19.6	46.154	13
Q9DAR7	sp|Q9BQY6|WFDC6_HUMAN	3.0	19.6	41.176	17
Q9DAR7	sp|Q02388|CO7A1_HUMAN	3.1	20.4	47.059	17
P16613	sp|O95428|PPN_HUMAN	3.5	18.9	30.769	26
P16613	sp|Q2UY09|COSA1_HUMAN	6.0	18.1	36.0	25
P16613	sp|P05067|A4_HUMAN	7.5	17.7	37.5	24
P16613	sp|Q02388|CO7A1_HUMAN	8.0	17.7	41.935	31
Q72JC8	sp|P12111|CO6A3_HUMAN	2.5	20.4	25.0	112
Q72JC8	sp|P12111|CO6A3_HUMAN	3.0	20.4	25.676	74
Q3M5R7	sp|P10646|TFPI1_HUMAN	0.019	26.9	25.472	106
Q3M5R7	sp|Q06481|APLP2_HUMAN	2.1	20.8	26.19	42
Q3M5R7	sp|O95428|PPN_HUMAN	5.1	19.6	22.917	48
Q3M5R7	sp|P05067|A4_HUMAN	8.6	18.9	23.077	26
B9DUK0	sp|O43278|SPIT1_HUMAN	5.5	18.9	40.0	20
B9DUK0	sp|O43278|SPIT1_HUMAN	5.6	18.9	40.0	15
B9DUK0	sp|P12111|CO6A3_HUMAN	6.2	18.9	66.667	9
P47014	sp|Q06481|APLP2_HUMAN	8.0	20.0	22.222	45
Q8CD94	sp|O43291|SPIT2_HUMAN	0.043	23.5	24.324	37
Q8CD94	sp|P49223|SPIT3_HUMAN	0.21	21.2	22.727	44
Q8CD94	sp|Q06481|APLP2_HUMAN	7.0	17.3	36.364	22
Q81JB2	sp|P05067|A4_HUMAN	2.2	18.9	38.462	26
Q81JB2	sp|P12111|CO6A3_HUMAN	3.2	18.5	36.667	30
Q81JB2	sp|P02760|AMBP_HUMAN	8.0	16.9	26.19	42
Q0II68	sp|Q9BQY6|WFDC6_HUMAN	3.3	19.6	32.143	28
P14202	sp|Q06481|APLP2_HUMAN	0.18	23.1	25.0	40
P14202	sp|O43291|SPIT2_HUMAN	1.3	20.0	38.889	18
P14202	sp|P49223|SPIT3_HUMAN	4.2	18.1	26.087	23
P14202	sp|P10646|TFPI1_HUMAN	4.3	18.5	33.333	18
P14202	sp|Q2UY09|COSA1_HUMAN	8.2	17.7	36.842	19
Q9Y698	sp|P05067|A4_HUMAN	1.9	20.8	44.444	18
Q9Y698	sp|Q02388|CO7A1_HUMAN	5.8	19.2	24.194	62
Q9Y698	sp|Q96NZ8|WFKN1_HUMAN	6.4	19.2	27.66	47
Q9Y698	sp|O95428|PPN_HUMAN	6.8	18.9	30.435	46
Q9Y698	sp|Q06481|APLP2_HUMAN	7.9	18.9	54.545	11
B8F6D8	sp|P12111|CO6A3_HUMAN	0.44	22.3	25.806	31
B8F6D8	sp|P12111|CO6A3_HUMAN	3.5	19.6	40.0	20
B8F6D8	sp|P12111|CO6A3_HUMAN	9.1	18.1	45.0	20
B8F6D8	sp|P12111|CO6A3_HUMAN	10.0	18.1	66.667	9
B8F6D8	sp|Q2UY09|COSA1_HUMAN	2.2	20.0	26.19	42
B8F6D8	sp|Q02388|CO7A1_HUMAN	4.7	19.2	63.636	11
B8F6D8	sp|O95428|PPN_HUMAN	7.1	18.5	28.571	21
B8F6D8	sp|P02760|AMBP_HUMAN	8.6	18.1	21.569	51
C0Q8D6	sp|Q06481|APLP2_HUMAN	1.2	20.0	23.457	81
C0Q8D6	sp|P12111|CO6A3_HUMAN	9.8	17.3	38.71	31
B6EU02	sp|O95428|PPN_HUMAN	1.3	23.1	23.077	65
B6EU02	sp|O95428|PPN_HUMAN	2.1	22.7	36.111	36
B6EU02	sp|Q8TEU8|WFKN2_HUMAN	1.6	22.7	40.0	25
B6EU02	sp|Q02388|CO7A1_HUMAN	3.2	21.9	27.451	51
O27694	sp|O95428|PPN_HUMAN	0.84	21.6	36.667	30
O27694	sp|P12111|CO6A3_HUMAN	4.1	19.6	46.154	13
O27694	sp|P12111|CO6A3_HUMAN	6.2	18.9	36.842	38
O27694	sp|Q02388|CO7A1_HUMAN	4.4	19.2	40.909	22
Q6YZA4	sp|P12111|CO6A3_HUMAN	1.5	20.4	33.333	39
Q6YZA4	sp|P12111|CO6A3_HUMAN	4.0	19.2	19.277	83
Q6YZA4	sp|P12111|CO6A3_HUMAN	4.5	18.9	66.667	12
Q6YZA4	sp|Q8TEU8|WFKN2_HUMAN	4.9	18.9	35.135	37
Q57591	sp|P12111|CO6A3_HUMAN	0.39	21.2	26.471	68
Q57591	sp|P12111|CO6A3_HUMAN	6.1	17.3	33.333	21
Q57591	sp|Q2UY09|COSA1_HUMAN	1.7	19.2	36.842	19
Q57591	sp|Q2UY09|COSA1_HUMAN	3.3	18.5	29.167	72
Q57591	sp|O95428|PPN_HUMAN	4.1	18.1	33.333	21
Q57591	sp|P05067|A4_HUMAN	4.8	17.7	32.0	25
Q8SRT0	sp|O43278|SPIT1_HUMAN	1.5	20.8	24.176	91
Q8SRT0	sp|O43278|SPIT1_HUMAN	6.9	18.9	36.0	50
Q8SRT0	sp|Q96NZ8|WFKN1_HUMAN	4.6	19.2	34.483	29
Q8SRT0	sp|Q96NZ8|WFKN1_HUMAN	8.9	18.5	28.889	45
Q8SRT0	sp|P12111|CO6A3_HUMAN	8.1	18.5	46.154	13
Q0N4U3	sp|P12111|CO6A3_HUMAN	0.13	21.2	75.0	12
Q0N4U3	sp|P12111|CO6A3_HUMAN	1.2	18.5	53.846	13
Q0N4U3	sp|P12111|CO6A3_HUMAN	3.2	17.3	37.5	16
Q0N4U3	sp|P12111|CO6A3_HUMAN	3.3	17.3	43.75	16
Q0N4U3	sp|P12111|CO6A3_HUMAN	6.3	16.5	46.154	13
Q0N4U3	sp|P12111|CO6A3_HUMAN	6.8	16.5	54.545	11
Q0N4U3	sp|P12111|CO6A3_HUMAN	9.3	16.2	57.143	7
Q0N4U3	sp|Q2UY09|COSA1_HUMAN	0.51	19.6	53.846	13
Q0N4U3	sp|Q2UY09|COSA1_HUMAN	7.9	16.2	38.462	13
Q0N4U3	sp|Q02388|CO7A1_HUMAN	2.2	17.7	50.0	16
Q0N4U3	sp|Q02388|CO7A1_HUMAN	4.2	16.9	44.444	18
Q0N4U3	sp|Q02388|CO7A1_HUMAN	4.7	16.9	38.889	18
Q0N4U3	sp|Q02388|CO7A1_HUMAN	8.4	16.2	36.842	19
Q0N4U3	sp|Q02388|CO7A1_HUMAN	9.7	16.2	50.0	12
Q0N4U3	sp|P02760|AMBP_HUMAN	4.2	16.9	35.294	17
Q0N4U3	sp|O43291|SPIT2_HUMAN	4.6	16.9	42.857	14
Q8DLG3	sp|P05067|A4_HUMAN	0.76	19.6	46.667	15
Q8DLG3	sp|Q8TEU8|WFKN2_HUMAN	1.0	19.2	25.424	59
Q8DLG3	sp|P48307|TFPI2_HUMAN	1.4	18.9	42.105	19
Q8DLG3	sp|Q02388|CO7A1_HUMAN	2.8	18.1	22.857	35
B4UDZ6	sp|O95428|PPN_HUMAN	0.65	21.9	41.86	43
B4UDZ6	sp|O95428|PPN_HUMAN	9.5	18.5	41.463	41
B4UDZ6	sp|P12111|CO6A3_HUMAN	4.5	19.6	42.105	19
B4UDZ6	sp|P12111|CO6A3_HUMAN	7.5	18.9	66.667	9
B4UDZ6	sp|P12111|CO6A3_HUMAN	7.7	18.9	33.333	21
B4UDZ6	sp|Q02388|CO7A1_HUMAN	4.9	19.2	28.205	39
P0DTM0	sp|P12111|CO6A3_HUMAN	2.6	14.2	50.0	8
Q9K7C9	sp|P12111|CO6A3_HUMAN	0.29	23.5	19.737	76
Q9K7C9	sp|P12111|CO6A3_HUMAN	1.8	20.8	26.606	109
Q9K7C9	sp|P12111|CO6A3_HUMAN	8.1	18.9	23.077	52
Q9K7C9	sp|Q2UY09|COSA1_HUMAN	4.5	19.6	20.833	96
Q9K7C9	sp|Q2UY09|COSA1_HUMAN	8.0	18.9	35.484	31
Q9K7C9	sp|Q02388|CO7A1_HUMAN	4.6	19.6	25.743	101
Q9K7C9	sp|O95428|PPN_HUMAN	6.5	18.9	21.875	96
Q9K7C9	sp|Q06481|APLP2_HUMAN	6.7	18.9	25.714	35
Q9K7C9	sp|P05067|A4_HUMAN	9.0	18.5	26.984	63
Q14HL3	sp|O95925|EPPI_HUMAN	3.4	18.5	50.0	14
Q14HL3	sp|Q8TEU8|WFKN2_HUMAN	5.4	18.5	62.5	8
Q14HL3	sp|O95428|PPN_HUMAN	7.9	18.1	33.333	21
Q9Y4F1	sp|P12111|CO6A3_HUMAN	0.21	25.8	35.294	34
Q9Y4F1	sp|Q02388|CO7A1_HUMAN	0.69	24.3	25.0	76
Q9Y4F1	sp|Q8TEU8|WFKN2_HUMAN	2.8	21.9	41.667	24
Q9Y4F1	sp|Q06481|APLP2_HUMAN	5.8	21.2	20.238	84
Q9Y4F1	sp|O43278|SPIT1_HUMAN	6.8	20.8	22.0	100
Q9Y4F1	sp|O95428|PPN_HUMAN	7.6	20.8	33.333	48
Q9Y4F1	sp|Q96NZ8|WFKN1_HUMAN	8.0	20.4	33.333	33
A1DNW0	sp|P05067|A4_HUMAN	0.061	27.3	25.0	80
A1DNW0	sp|Q06481|APLP2_HUMAN	3.2	21.9	21.053	57
A1DNW0	sp|O43278|SPIT1_HUMAN	5.1	21.2	50.0	28
A1DNW0	sp|O95428|PPN_HUMAN	5.5	21.2	52.941	17
A1DNW0	sp|P12111|CO6A3_HUMAN	5.6	21.2	40.0	30
A1DNW0	sp|Q02388|CO7A1_HUMAN	6.5	20.8	28.889	45
A2AED3	sp|Q02388|CO7A1_HUMAN	1.15e-16	75.1	22.847	569
A2AED3	sp|Q02388|CO7A1_HUMAN	8.98e-14	65.9	23.28	567
A2AED3	sp|Q02388|CO7A1_HUMAN	7.77e-08	46.2	22.075	530
A2AED3	sp|Q02388|CO7A1_HUMAN	6.0	20.4	22.222	216
A2AED3	sp|Q8TEU8|WFKN2_HUMAN	3.4	21.2	47.059	17
A2AED3	sp|Q06481|APLP2_HUMAN	3.5	21.2	26.923	52
A2AED3	sp|P12111|CO6A3_HUMAN	3.7	21.2	32.258	31
Q9VFX3	sp|P12111|CO6A3_HUMAN	3.1	18.5	32.143	28
Q9VFX3	sp|O95428|PPN_HUMAN	3.7	18.5	34.483	29
Q9VFX3	sp|O95428|PPN_HUMAN	6.9	17.7	31.034	29
Q9VFX3	sp|Q96NZ8|WFKN1_HUMAN	4.5	18.1	47.619	21
Q9VFX3	sp|Q8TEU8|WFKN2_HUMAN	4.6	18.1	22.807	57
Q9VFX3	sp|Q02388|CO7A1_HUMAN	4.6	18.1	35.714	28
Q9VFX3	sp|Q02388|CO7A1_HUMAN	6.0	17.7	60.0	10
Q9CQJ0	sp|Q02388|CO7A1_HUMAN	2.5	20.0	43.75	16
Q9CQJ0	sp|P12111|CO6A3_HUMAN	5.9	18.9	21.818	55
Q9CQJ0	sp|Q2UY09|COSA1_HUMAN	6.4	18.9	34.783	23
Q7DDT2	sp|Q02388|CO7A1_HUMAN	3.6	18.1	43.75	32
Q7DDT2	sp|Q02388|CO7A1_HUMAN	6.9	17.3	36.842	57
Q7DDT2	sp|Q02388|CO7A1_HUMAN	8.9	16.9	45.455	11
Q9PDE0	sp|P12111|CO6A3_HUMAN	2.5	19.6	25.333	75
Q9PDE0	sp|P12111|CO6A3_HUMAN	9.1	18.1	24.074	54
Q9PDE0	sp|P05067|A4_HUMAN	2.6	19.6	52.632	19
Q9PDE0	sp|Q02388|CO7A1_HUMAN	7.7	18.1	32.308	65
Q5R8D4	sp|Q02388|CO7A1_HUMAN	5.1	18.1	50.0	16
Q5R8D4	sp|Q02388|CO7A1_HUMAN	5.6	18.1	25.641	39
Q5R8D4	sp|O95428|PPN_HUMAN	8.6	17.3	32.432	37
Q5R8D4	sp|Q06481|APLP2_HUMAN	8.8	17.3	22.667	75
B5YJ91	sp|P05067|A4_HUMAN	1.7	20.8	47.368	19
B5YJ91	sp|P05067|A4_HUMAN	3.7	19.6	40.0	15
B5YJ91	sp|Q8TEU8|WFKN2_HUMAN	9.6	18.1	55.556	9
Q9UTE5	sp|Q96NZ8|WFKN1_HUMAN	0.18	25.0	17.582	91
Q9UTE5	sp|Q96NZ8|WFKN1_HUMAN	9.3	19.6	35.294	34
Q9UTE5	sp|Q6UDR6|SPIT4_HUMAN	1.9	20.8	53.333	15
Q9UTE5	sp|P12111|CO6A3_HUMAN	2.2	21.9	24.444	90
Q9UTE5	sp|P12111|CO6A3_HUMAN	4.8	20.8	39.286	28
Q9UTE5	sp|P12111|CO6A3_HUMAN	9.8	19.6	25.424	59
Q9UTE5	sp|P05067|A4_HUMAN	4.2	20.8	33.333	27
Q9UTE5	sp|O43278|SPIT1_HUMAN	8.4	19.6	32.0	25
A1UTL4	sp|Q96NZ8|WFKN1_HUMAN	0.73	20.4	29.73	37
A1UTL4	sp|P02760|AMBP_HUMAN	1.1	19.6	35.714	28
A1UTL4	sp|P10646|TFPI1_HUMAN	3.8	18.1	30.303	33
P72181	sp|P05067|A4_HUMAN	0.32	24.3	33.333	54
